Row Created Date Time, Sponsor Name, Sponsor Code, Agency Name, Agency Code,Facility Name, Facility Code, Program Name, Program Code, Populations Served, Agency Phone, Program Phone,  Program Address 1, Program Address 2, Program City, Program State, Program Zip, Operating Certificate Required?, Program Tier, Operating Certificate Duration, Program County, Program Region, Program Type Description, Program Category Description, Program Subcategory Description,Location
04/27/2018 09:52:56 AM,Projects to Empower and Organize the Psychiatrically Labeled  Inc,678099,Projects to Empower and Organize the Psychiat,15820,Projects to Empower and Organize the Psychiat,9012,Multi-Cultural,003,Adults,(845)452-2728,(845)452-2728,126 Innis Avenue,,Poughkeepsie,NY,12601,N,,,Dutchess,Hudson River,Multi-Cultural Initiative,Support,General Support,"126 Innis Avenue
Poughkeepsie, NY 12601
(41.705005, -73.904456)"
04/27/2018 09:52:56 AM,Projects to Empower and Organize the Psychiatrically Labeled  Inc,678099,Projects to Empower and Organize the Psychiat,15820,Projects to Empower and Organize the Psychiat,9012,Peer Advocacy,008,Adults,(845)452-2728,(845)452-2728x131,126 Innis Avenue,,Poughkeepsie,NY,12601,N,,,Dutchess,Hudson River,Advocacy/Support Services,Support,Self-Help,"126 Innis Avenue
Poughkeepsie, NY 12601
(41.705005, -73.904456)"
04/27/2018 09:52:56 AM,Projects to Empower and Organize the Psychiatrically Labeled  Inc,678099,Projects to Empower and Organize the Psychiat,15820,Projects to Empower and Organize the Psychiat,9012,PEOPLe SH/PC Long Stay -Dutchess County - Comm Svcs,635,Adults,(845)452-2728,Not Available,,,,NY,,N,,,Dutchess,Hudson River,Supported Housing Community Services,Residential,Unlicensed Housing,
04/27/2018 09:52:56 AM,Projects to Empower and Organize the Psychiatrically Labeled  Inc,678099,Projects to Empower and Organize the Psychiat,15820,Projects to Empower and Organize the Psychiat,9012,PEOPLe SH/SPtoPCtoSH Forensic Dutchess Cty - Comm Svcs,639,Adults,(845)452-2728,Not Available,,,,NY,,N,,,Dutchess,Hudson River,Supported Housing Community Services,Residential,Unlicensed Housing,
04/27/2018 09:52:56 AM,Projects to Empower and Organize the Psychiatrically Labeled  Inc,678099,Projects to Empower and Organize the Psychiat,15820,Projects to Empower and Organize the Psychiat,9012,PEOPLe Supp Housing/Transformation SH Dutchess - Comm Svcs,640,Adults,(845)452-2728,Not Available,,,,NY,,N,,,Dutchess,Hudson River,Supported Housing Community Services,Residential,Unlicensed Housing,
04/27/2018 09:52:56 AM,Projects to Empower and Organize the Psychiatrically Labeled  Inc,678099,Projects to Empower and Organize the Psychiat,15820,Projects to Empower and Organize the Psychiat,9012,PEOPLe-Supported Housing-Dutchess County-Comm.Svcs.,630,Adults,(845)452-2728,Not Available,,,,NY,,N,,,Dutchess,Hudson River,Supported Housing Community Services,Residential,Unlicensed Housing,
04/27/2018 09:52:56 AM,Projects to Empower and Organize the Psychiatrically Labeled  Inc,678099,Projects to Empower and Organize the Psychiat,15820,Projects to Empower and Organize the Psychiat,9012,Respite Services,019,Adults,(845)452-2728,(845)452-2728,126 Innis Avenue,,Poughkeepsie,NY,12601,N,,,Dutchess,Hudson River,Respite Services,Support,General Support,"126 Innis Avenue
Poughkeepsie, NY 12601
(41.705005, -73.904456)"
04/27/2018 09:52:56 AM,Projects to Empower and Organize the Psychiatrically Labeled  Inc,678099,Projects to Empower and Organize the Psychiat,15820,Projects to Empower and Organize the Psychiat,9012,Self Help,012,Adults,(845)452-2728,(845)452-2728,126 Innis Avenue,,Poughkeepsie,NY,12601,N,,,Dutchess,Hudson River,Self-Help Programs,Support,Self-Help,"126 Innis Avenue
Poughkeepsie, NY 12601
(41.705005, -73.904456)"
04/27/2018 09:52:56 AM,Projects to Empower and Organize the Psychiatrically Labeled  Inc,678099,Projects to Empower and Organize the Psychiat,15820,Projects to Empower and Organize the Psychiat,9012,Self Help 2,020,Adults,(845)452-2728,(845)452-2728,126 Innis Avenue,,Poughkeepsie,NY,12601,N,,,Dutchess,Hudson River,Self-Help Programs,Support,Self-Help,"126 Innis Avenue
Poughkeepsie, NY 12601
(41.705005, -73.904456)"
04/27/2018 09:52:56 AM,Rehabilitation Support Services Inc.,397099,Rehabilitation Support Services Inc.,14370,Rehabilitation Support Services Inc.,7144,DUTCHESS LONG TERM OUTREACH TEAM,143,Adults,(518)464-1511,(845)485-2117,510 Haight Avenue,,Poughkeepsie,NY,12603,N,,,Dutchess,Hudson River,Outreach,Support,General Support,"510 Haight Avenue
Poughkeepsie, NY 12603
(41.694793, -73.899787)"
04/27/2018 09:52:56 AM,Rehabilitation Support Services Inc.,397099,Rehabilitation Support Services Inc.,14370,Rehabilitation Support Services Inc.,7144,Dutch Treat Cafe,024,Adults,(518)464-1511,(845)454-0223,230 North Road,,Poughkeepsie,NY,12603,N,,,Dutchess,Hudson River,Affirmative Business/Industry,Support,Vocational,"230 North Road
Poughkeepsie, NY 12603
(41.716484, -73.929524)"
04/27/2018 09:52:56 AM,Rehabilitation Support Services Inc.,397099,Rehabilitation Support Services Inc.,14370,Rehabilitation Support Services Inc.,7144,Highridge Gardens CR-SRO,119,Adults,(518)464-1511,Not Available,,,,NY,,Y,1,36,Dutchess,Hudson River,SRO Community Residence,Residential,Treatment Program,
04/27/2018 09:52:56 AM,Rehabilitation Support Services Inc.,397099,Rehabilitation Support Services Inc.,14370,Rehabilitation Support Services Inc.,7144,Osborne Road Community Residence,438,Adults,(518)464-1511,Not Available,,,,NY,,Y,1,36,Dutchess,Hudson River,Congregate/Treatment,Residential,Treatment Program,
04/27/2018 09:52:56 AM,Rehabilitation Support Services Inc.,397099,Rehabilitation Support Services Inc.,14370,Rehabilitation Support Services Inc.,7144,RSS - Dutchess Apartments,401,Adults,(518)464-1511,Not Available,,,,NY,,Y,1,36,Dutchess,Hudson River,Apartment/Treatment,Residential,Treatment Program,
04/27/2018 09:52:56 AM,Rehabilitation Support Services Inc.,397099,Rehabilitation Support Services Inc.,14370,Rehabilitation Support Services Inc.,7144,RSS - OISE - Dutchess County,039,Adults,(518)464-1511,(845)473-5745,510 Haight Avenue,Suite 102,Poughkeepsie,NY,12603,N,,,Dutchess,Hudson River,Ongoing Integrated Supported Employment Services,Support,Vocational,"510 Haight Avenue
Poughkeepsie, NY 12603
(41.694793, -73.899787)"
04/27/2018 09:52:56 AM,Rehabilitation Support Services Inc.,397099,Rehabilitation Support Services Inc.,14370,Rehabilitation Support Services Inc.,7144,RSS - South Randolph Community Residence,409,Adults,(518)464-1511,Not Available,,,,NY,,Y,1,36,Dutchess,Hudson River,Congregate/Treatment,Residential,Treatment Program,
04/27/2018 09:52:56 AM,Rehabilitation Support Services Inc.,397099,Rehabilitation Support Services Inc.,14370,Rehabilitation Support Services Inc.,7144,RSS Supp Housing/Transformation SH Dutchess Cty - Comm Svcs,684,Adults,(518)464-1511,Not Available,,,,NY,,N,,,Dutchess,Hudson River,Supported Housing Community Services,Residential,Unlicensed Housing,
04/27/2018 09:52:56 AM,Rehabilitation Support Services Inc.,397099,Rehabilitation Support Services Inc.,14370,Rehabilitation Support Services Inc.,7144,RSS - Supported Housing/Dutchess County - Comm. Svcs,638,Adults,(518)464-1511,Not Available,,,,NY,,N,,,Dutchess,Hudson River,Supported Housing Community Services,Residential,Unlicensed Housing,
04/27/2018 09:52:56 AM,Rehabilitation Support Services Inc.,397099,Rehabilitation Support Services Inc.,14370,Rehabilitation Support Services Inc.,7144,RSS - Supported Housing/Dutchess PC Long Stay - Comm. Svcs,663,Adults,(518)464-1511,Not Available,,,,NY,,N,,,Dutchess,Hudson River,Supported Housing Community Services,Residential,Unlicensed Housing,
04/27/2018 09:52:56 AM,Rehabilitation Support Services Inc.,397099,Rehabilitation Support Services Inc.,14370,Rehabilitation Support Services Inc.,7144,W.I.N. Program,455,,(518)464-1511,(845)473-5745,510 Haight Avenue,Suite 102,Poughkeepsie,NY,12603,N,,,Dutchess,Hudson River,Assisted Competitive Employment,Support,Vocational,"510 Haight Avenue
Poughkeepsie, NY 12603
(41.694793, -73.899787)"
04/27/2018 09:52:56 AM,Rockland Children's Psychiatric Center,926099,Rockland Children's Psychiatric Center,90220,Rockland Children's Psychiatric Center,0026,Dutchess Intensive Day Treatment,301,Children Adolescents,(845)359-7400,(845)486-4944,5 Boces Road,Rooms S5 S21 & 130,Poughkeepsie,NY,12601-6565,Y,1,36,Dutchess,Hudson River,Day Treatment,Outpatient,Day Treatment,"5 Boces Road
Poughkeepsie, NY 12601-6565
(41.743819, -73.866453)"
04/27/2018 09:52:56 AM,Rockland Psychiatric Center,916099,Rockland Psychiatric Center,90150,Rockland Psychiatric Center,0016,Alliance House,850,Adults,(845)359-1000,Not Available,,,,NY,,N,,,Dutchess,Hudson River,Crisis/Respite Beds,Emergency,Crisis,
04/27/2018 09:52:56 AM,Rockland Psychiatric Center,916099,Rockland Psychiatric Center,90150,Rockland Psychiatric Center,0016,Dutchess ACT Team,594,Adults,(845)359-1000,(845)454-3080,10 Ross Circle,,Poughkeepsie,NY,12601-1078,Y,,36,Dutchess,Hudson River,Assertive Community Treatment (ACT),Outpatient,Assertive Community Treatment,"10 Ross Circle
Poughkeepsie, NY 12601-1078
(41.73959, -73.90387)"
04/27/2018 09:52:56 AM,Rockland Psychiatric Center,916099,Rockland Psychiatric Center,90150,Rockland Psychiatric Center,0016,Dutchess Clinic,592,Adults,(845)359-1000,(845)486-6330,26 Oakley Street,,Poughkeepsie,NY,12601-2005,Y,,36,Dutchess,Hudson River,Clinic Treatment,Outpatient,Clinic Treatment,"26 Oakley Street
Poughkeepsie, NY 12601-2005
(41.709221, -73.917448)"
04/27/2018 09:52:56 AM,Rockland Psychiatric Center,916099,Rockland Psychiatric Center,90150,Rockland Psychiatric Center,0016,Highview Community Residence,852,Adults,(845)359-1000,Not Available,,,,NY,,Y,1,36,Dutchess,Hudson River,Congregate/Treatment,Residential,Treatment Program,
04/27/2018 09:52:56 AM,Rockland Psychiatric Center,916099,Rockland Psychiatric Center,90150,Rockland Psychiatric Center,0016,Rockland PC @ MHA Dutchess Co- HHCM,189,Adults,(845)359-1000,(845)473-2500x3009,253 Mansion Street,Suite 101,Poughkeepsie,NY,12601,N,,,Dutchess,Hudson River,Health Home Care Management,Support,Care Coordination,"253 Mansion Street
Poughkeepsie, NY 12601
(41.705627, -73.917048)"
04/27/2018 09:52:56 AM,Rockland Psychiatric Center,916099,Rockland Psychiatric Center,90150,Rockland Psychiatric Center,0016,Wellness Center,167,Adults,(845)359-1000,(845)483-3138,26 Oakley Street,,Poughkeepsie,NY,12601,N,,,Dutchess,Hudson River,Peer Wellness Center,Support,Self-Help,"26 Oakley Street
Poughkeepsie, NY 12601
(41.709221, -73.917448)"
04/27/2018 09:52:56 AM,Taconic Resources for Independence Inc.,000125,Taconic Resources for Independence Inc.,24880,Taconic Resources for Independence Inc.,9291,Advocacy Program,470,Adults,(845)452-3913,(845)452-3913,82 Washington Street,Suite 214,Poughkeepsie,NY,12601,N,,,Dutchess,Hudson River,Advocacy/Support Services,Support,Self-Help,"82 Washington Street
Poughkeepsie, NY 12601
(41.708725, -73.929105)"
04/27/2018 09:52:56 AM,Westchester Medical Center,498099,Westchester Medical Center,87140,Westchester Medical Center,6584,Mid-Hud Val Div of West MC- Mental Health Clinic,005,Children Adolescents Adults,(914)493-7000,(845)555-5555,241 North Road,,Poughkeepsie,NY,12601-1154,Y,,36,Dutchess,Hudson River,Clinic Treatment,Outpatient,Clinic Treatment,"241 North Road
Poughkeepsie, NY 12601-1154
(41.717454, -73.929508)"
04/27/2018 09:52:56 AM,Westchester Medical Center,498099,Westchester Medical Center,87140,Westchester Medical Center,6584,Mid-Hud Val Div of West MC- Psychiatric IP Unit,004,Adults,(914)493-7000,(845)431-8851,241 North Road,Thorne And Spellman Buildings,Poughkeepsie,NY,12601-1154,Y,,36,Dutchess,Hudson River,Inpatient Psychiatric Unit of a General Hospital,Inpatient,Inpatient Psychiatric Unit of a General Hospital,"241 North Road
Poughkeepsie, NY 12601-1154
(41.717454, -73.929508)"
04/27/2018 09:52:56 AM,Baker Hall Inc. dba Baker Victory Services,032099,Baker Hall Inc. dba Baker Victory Services,10790,Baker Hall Inc. dba Baker Victory Services,7577,Baker Victory Services Day Treatment Program,300,Children Adolescents,(716)828-9716,(716)828-9700,650 Ridge Road,,Lackawanna,NY,14218-1435,Y,,36,Erie,Western New York,Day Treatment,Outpatient,Day Treatment,"650 Ridge Road
Lackawanna, NY 14218-1435
(42.825755, -78.827475)"
04/27/2018 09:52:56 AM,Baker Hall Inc. dba Baker Victory Services,032099,Baker Hall Inc. dba Baker Victory Services,10790,Baker Hall Inc. dba Baker Victory Services,7577,Baker Victory Services Outpatient Clinic,120,Children Adolescents Adults,(716)828-9716,(716)828-9651,650 Ridge Road,,Lackawanna,NY,14218-1435,Y,,36,Erie,Western New York,Clinic Treatment,Outpatient,Clinic Treatment,"650 Ridge Road
Lackawanna, NY 14218-1435
(42.825755, -78.827475)"
04/27/2018 09:52:56 AM,Baker Hall Inc. dba Baker Victory Services,032099,Baker Hall Inc. dba Baker Victory Services,10790,Baker Hall Inc. dba Baker Victory Services,7577,Baker Victory Services Residential Treatment Facility,040,Children Adolescents,(716)828-9716,(716)828-9715,150 Martin Road,,Lackawanna,NY,14218-2708,Y,,36,Erie,Western New York,Residential Treatment Facility - Children & Youth,Inpatient,Residential Treatment Facility - Children & Youth,"150 Martin Road
Lackawanna, NY 14218-2708
(42.816294, -78.819815)"
04/27/2018 09:52:56 AM,Baker Hall Inc. dba Baker Victory Services,032099,Baker Hall Inc. dba Baker Victory Services,10790,Baker Hall Inc. dba Baker Victory Services,7577,Baker Victory Services RTF Case Management,002,Children Adolescents,(716)828-9716,(716)828-7042,150 Martin Road,,Lackawanna,NY,14218,N,,,Erie,Western New York,Residential Treatment Facility Transition Coordinator - Community,Support,Care Coordination,"150 Martin Road
Lackawanna, NY 14218
(42.816294, -78.819815)"
04/27/2018 09:52:56 AM,LSCA Group Inc.,271099,BestSelf Behavioral Health Inc.,50250,BestSelf Behavioral Health Inc.,6783,2620-Health Homes Non-Medicaid Care Management c&Y,039,Children Adolescents,(716)842-0440,(716)819-3420x107,301 Cayuga Road Suite 200,,Cheektowaga,NY,14225,N,,,Erie,Western New York,Health Home Non-Medicaid Care Management,Support,Care Coordination,"301 Cayuga Road
Cheektowaga, NY 14225
(42.937515, -78.744219)"
04/27/2018 09:52:56 AM,LSCA Group Inc.,271099,BestSelf Behavioral Health Inc.,50250,BestSelf Behavioral Health Inc.,6783,2730-Health Home Care Management - C&Y,038,Children Adolescents,(716)842-0440,(716)819-3420x107,301 Cayuga Road Suite 200,,Cheektowaga,NY,14225,N,,,Erie,Western New York,Health Home Care Management,Support,Care Coordination,"301 Cayuga Road
Cheektowaga, NY 14225
(42.937515, -78.744219)"
04/27/2018 09:52:56 AM,LSCA Group Inc.,271099,BestSelf Behavioral Health Inc.,50250,BestSelf Behavioral Health Inc.,6783,Abbott Corners Counseling,100,Children Adolescents Adults,(716)842-0440,(716)822-2117,3176 Abbott Road,,Orchard Park,NY,14127-1069,Y,,21,Erie,Western New York,Clinic Treatment,Outpatient,Clinic Treatment,"3176 Abbott Road
Orchard Park, NY 14127-1069
(42.798299, -78.795379)"
04/27/2018 09:52:56 AM,LSCA Group Inc.,271099,BestSelf Behavioral Health Inc.,50250,BestSelf Behavioral Health Inc.,6783,Abbott Corners PROS,011,Adults,(716)842-0440,(716)822-2117,3176 Abbott Road,,Orchard Park,NY,14127,Y,,36,Erie,Western New York,Comprehensive PROS with Clinical Treatment,Outpatient,Personalized Recovery-Oriented Services,"3176 Abbott Road
Orchard Park, NY 14127
(42.798299, -78.795379)"
04/27/2018 09:52:56 AM,LSCA Group Inc.,271099,BestSelf Behavioral Health Inc.,50250,BestSelf Behavioral Health Inc.,6783,Aspire,484,Adults,(716)842-0440,(716)856-2587,1050 Niagara Street,,Buffalo,NY,14201-1886,Y,,21,Erie,Western New York,Assertive Community Treatment (ACT),Outpatient,Assertive Community Treatment,"1050 Niagara Street
Buffalo, NY 14201-1886
(42.912085, -78.899823)"
04/27/2018 09:52:56 AM,LSCA Group Inc.,271099,BestSelf Behavioral Health Inc.,50250,BestSelf Behavioral Health Inc.,6783,BestSelf Behavioral Health - Buffalo East Branch,035,Children Adolescents Adults,(716)842-0440,(716)819-3402,1000 Main Street,,Buffalo,NY,14202-1102,Y,,6,Erie,Western New York,Clinic Treatment,Outpatient,Clinic Treatment,"1000 Main Street
Buffalo, NY 14202-1102
(42.900927, -78.869391)"
04/27/2018 09:52:56 AM,LSCA Group Inc.,271099,BestSelf Behavioral Health Inc.,50250,BestSelf Behavioral Health Inc.,6783,Child & Adolescent Treatment Services - Southtowns Branch,037,Children Adolescents Adults,(716)842-0440,(716)646-4991,140 Pine Street,Hamburg Village Square,Hamburg,NY,14075-4905,Y,,6,Erie,Western New York,Clinic Treatment,Outpatient,Clinic Treatment,"140 Pine Street
Hamburg, NY 14075-4905
(42.719295, -78.825943)"
04/27/2018 09:52:56 AM,LSCA Group Inc.,271099,BestSelf Behavioral Health Inc.,50250,BestSelf Behavioral Health Inc.,6783,Child & Adolescent Treatment Services - University Branch,034,Children Adolescents Adults,(716)842-0440,(716)835-4011,3350 Main Street,,Buffalo,NY,14214-1316,Y,,6,Erie,Western New York,Clinic Treatment,Outpatient,Clinic Treatment,"3350 Main Street
Buffalo, NY 14214-1316
(42.954756, -78.821954)"
04/27/2018 09:52:56 AM,LSCA Group Inc.,271099,BestSelf Behavioral Health Inc.,50250,BestSelf Behavioral Health Inc.,6783,Child & Adolescent Treatment Services - West Side Branch,036,Children Adolescents Adults,(716)842-0440,(716)853-1335,430 Niagara Street,,Buffalo,NY,14201-1886,Y,,6,Erie,Western New York,Clinic Treatment,Outpatient,Clinic Treatment,"430 Niagara Street
Buffalo, NY 14201-1886
(42.895951, -78.887154)"
04/27/2018 09:52:56 AM,LSCA Group Inc.,271099,BestSelf Behavioral Health Inc.,50250,BestSelf Behavioral Health Inc.,6783,Disaster Readiness,031,Adults,(716)842-0440,(716)852-1117,254 Franklin Street,,Buffalo,NY,14202,N,,,Erie,Western New York,Advocacy/Support Services,Support,Self-Help,"254 Franklin Street
Buffalo, NY 14202
(42.890976, -78.87502)"
04/27/2018 09:52:56 AM,LSCA Group Inc.,271099,BestSelf Behavioral Health Inc.,50250,BestSelf Behavioral Health Inc.,6783,Franklin Recovery PROS,010,Adults,(716)842-0440,(716)852-1117,254 Franklin Street,First Floor,Buffalo,NY,14202-1932,Y,,36,Erie,Western New York,Comprehensive PROS with Clinical Treatment,Outpatient,Personalized Recovery-Oriented Services,"254 Franklin Street
Buffalo, NY 14202-1932
(42.890976, -78.87502)"
04/27/2018 09:52:56 AM,LSCA Group Inc.,271099,BestSelf Behavioral Health Inc.,50250,BestSelf Behavioral Health Inc.,6783,Homeless MICA Outreach,014,Adults,(716)842-0440,(716)856-9711,430 Niagara Street,,Buffalo,NY,14201,N,,,Erie,Western New York,Outreach,Support,General Support,"430 Niagara Street
Buffalo, NY 14201
(42.895951, -78.887154)"
04/27/2018 09:52:56 AM,LSCA Group Inc.,271099,BestSelf Behavioral Health Inc.,50250,BestSelf Behavioral Health Inc.,6783,Homeless Services Program,022,Adults,(716)842-0440,(716)856-2587,430 Niagara Street,,Buffalo,NY,14201,N,,,Erie,Western New York,Non-Medicaid Care Coordination,Support,Care Coordination,"430 Niagara Street
Buffalo, NY 14201
(42.895951, -78.887154)"
04/27/2018 09:52:56 AM,LSCA Group Inc.,271099,BestSelf Behavioral Health Inc.,50250,BestSelf Behavioral Health Inc.,6783,Housing Coordinator,008,Adults,(716)842-0440,(716)856-9835,430 Niagara Street,,Buffalo,NY,14201,N,,,Erie,Western New York,Advocacy/Support Services,Support,Self-Help,"430 Niagara Street
Buffalo, NY 14201
(42.895951, -78.887154)"
04/27/2018 09:52:56 AM,LSCA Group Inc.,271099,BestSelf Behavioral Health Inc.,50250,BestSelf Behavioral Health Inc.,6783,Impact,485,Adults,(716)842-0440,(716)842-0440x124,1050 Niagara Street,,Buffalo,NY,14201,Y,,36,Erie,Western New York,Assertive Community Treatment (ACT),Outpatient,Assertive Community Treatment,"1050 Niagara Street
Buffalo, NY 14201
(42.912085, -78.899823)"
04/27/2018 09:52:56 AM,LSCA Group Inc.,271099,BestSelf Behavioral Health Inc.,50250,BestSelf Behavioral Health Inc.,6783,Lake Shore Behavioral Health - HH CM,027,Adults,(716)842-0440,(716)842-0440,430 Niagara Street,,Buffalo,NY,14201,N,,,Erie,Western New York,Health Home Care Management,Support,Care Coordination,"430 Niagara Street
Buffalo, NY 14201
(42.895951, -78.887154)"
04/27/2018 09:52:56 AM,LSCA Group Inc.,271099,BestSelf Behavioral Health Inc.,50250,BestSelf Behavioral Health Inc.,6783,Lake Shore Behavioral Health - HH NonMed CM,026,Adults,(716)842-0440,(716)842-0440,430 Niagara Street,,Buffalo,NY,14201,N,,,Erie,Western New York,Health Home Non-Medicaid Care Management,Support,Care Coordination,"430 Niagara Street
Buffalo, NY 14201
(42.895951, -78.887154)"
04/27/2018 09:52:56 AM,LSCA Group Inc.,271099,BestSelf Behavioral Health Inc.,50250,BestSelf Behavioral Health Inc.,6783,Lake Shore - Supported Housing/COC I - Comm. Svcs,630,Adults,(716)842-0440,Not Available,,,,NY,,N,,,Erie,Western New York,Supported Housing Community Services,Residential,Unlicensed Housing,
04/27/2018 09:52:56 AM,LSCA Group Inc.,271099,BestSelf Behavioral Health Inc.,50250,BestSelf Behavioral Health Inc.,6783,Lake Shore-Supported Housing/Erie County-Comm.Svcs.,633,Adults,(716)842-0440,Not Available,,,,NY,,N,,,Erie,Western New York,Supported Housing Community Services,Residential,Unlicensed Housing,
04/27/2018 09:52:56 AM,LSCA Group Inc.,271099,BestSelf Behavioral Health Inc.,50250,BestSelf Behavioral Health Inc.,6783,Linwood Community Services,110,Adults,(716)842-0440,(716)882-3151,625 Delaware Avenue,,Buffalo,NY,14202-1009,Y,,21,Erie,Western New York,Clinic Treatment,Outpatient,Clinic Treatment,"625 Delaware Avenue
Buffalo, NY 14202-1009
(42.901429, -78.873296)"
04/27/2018 09:52:56 AM,LSCA Group Inc.,271099,BestSelf Behavioral Health Inc.,50250,BestSelf Behavioral Health Inc.,6783,Lower West Side Counseling Service,101,Children Adolescents Adults,(716)842-0440,(716)884-0700,951 Niagara Street,,Buffalo,NY,14213-2116,Y,,36,Erie,Western New York,Clinic Treatment,Outpatient,Clinic Treatment,"951 Niagara Street
Buffalo, NY 14213-2116
(42.908933, -78.899367)"
04/27/2018 09:52:56 AM,LSCA Group Inc.,271099,BestSelf Behavioral Health Inc.,50250,BestSelf Behavioral Health Inc.,6783,North Collins PROS,012,Adults,(716)842-0440,,2101 Spruce Street,,North Collins,NY,14111,Y,,36,Erie,Western New York,Comprehensive PROS with Clinical Treatment,Outpatient,Personalized Recovery-Oriented Services,"2101 Spruce Street
North Collins, NY 14111
(42.594315, -78.935793)"
04/27/2018 09:52:56 AM,Brylin Hospitals Inc.,045099,Brylin Hospitals Inc.,81490,Brylin Hospitals Inc.,7340,Brylin Mental Health Program,020,Children Adolescents Adults,(716)886-8200,(716)886-8200,1263 Delaware Ave,,Buffalo,NY,14209-2402,Y,,36,Erie,Western New York,Hospital for Mentally Ill,Inpatient,Private Psychiatric Hospital,"1263 Delaware Ave
Buffalo, NY 14209-2402
(42.918258, -78.868415)"
04/27/2018 09:52:56 AM,Brylin Hospitals Inc.,045099,Brylin Hospitals Inc.,81490,Brylin Hospitals Inc.,7340,Outpatient Mental Health Center,001,Adults,(716)886-8200,(716)886-2800,531 Farber Lake Drive,Suites 101 And 201,Williamsville,NY,14221-5773,Y,,36,Erie,Western New York,Clinic Treatment,Outpatient,Clinic Treatment,"531 Farber Lake Drive
Williamsville, NY 14221-5773
(42.976289, -78.733565)"
04/27/2018 09:52:56 AM,Buffalo Federation of Neighborhood Centers Inc.,067099,Buffalo Federation/Neighborhood Centers Inc.,15840,Buffalo Federation/Neighborhood Centers Inc.,7965,BFNC Fruitbelt Towers,430,Adults,(716)856-0363,Not Available,,,,NY,,Y,,36,Erie,Western New York,Apartment/Treatment,Residential,Treatment Program,
04/27/2018 09:52:56 AM,Buffalo Federation of Neighborhood Centers Inc.,067099,Buffalo Federation/Neighborhood Centers Inc.,15840,Buffalo Federation/Neighborhood Centers Inc.,7965,BFNC Glenwood Community Residence,436,Adults,(716)856-0363,Not Available,,,,NY,,Y,,36,Erie,Western New York,Congregate/Treatment,Residential,Treatment Program,
04/27/2018 09:52:56 AM,Buffalo Federation of Neighborhood Centers Inc.,067099,Buffalo Federation/Neighborhood Centers Inc.,15840,Buffalo Federation/Neighborhood Centers Inc.,7965,BFNC - HH CM - New Options,010,Adults,(716)856-0363,(716)853-0600,45 Jewett Avenue,,Buffalo,NY,14214,N,,,Erie,Western New York,Health Home Care Management,Support,Care Coordination,"45 Jewett Avenue
Buffalo, NY 14214
(42.934016, -78.842207)"
04/27/2018 09:52:56 AM,Buffalo Federation of Neighborhood Centers Inc.,067099,Buffalo Federation/Neighborhood Centers Inc.,15840,Buffalo Federation/Neighborhood Centers Inc.,7965,BFNC - HH NonMed CM - New Options,011,Adults,(716)856-0363,(716)853-0600x158,45 Jewett Avenue,,Buffalo,NY,14214,N,,,Erie,Western New York,Health Home Non-Medicaid Care Management,Support,Care Coordination,"45 Jewett Avenue
Buffalo, NY 14214
(42.934016, -78.842207)"
04/27/2018 09:52:56 AM,Buffalo Federation of Neighborhood Centers Inc.,067099,Buffalo Federation/Neighborhood Centers Inc.,15840,Buffalo Federation/Neighborhood Centers Inc.,7965,BFNC Monroe Community Residence,433,Adults,(716)856-0363,Not Available,,,,NY,,Y,,36,Erie,Western New York,Congregate/Treatment,Residential,Treatment Program,
04/27/2018 09:52:56 AM,Buffalo Federation of Neighborhood Centers Inc.,067099,Buffalo Federation/Neighborhood Centers Inc.,15840,Buffalo Federation/Neighborhood Centers Inc.,7965,BFNC Supp Housing/RCE SH Erie County - Comm Svcs,632,Adults,(716)856-0363,Not Available,,,,NY,,N,,,Erie,Western New York,Supported Housing Community Services,Residential,Unlicensed Housing,
04/27/2018 09:52:56 AM,Buffalo Federation of Neighborhood Centers Inc.,067099,Buffalo Federation/Neighborhood Centers Inc.,15840,Buffalo Federation/Neighborhood Centers Inc.,7965,BFNC Supp Housing/Transformation SH Erie Cty - Comm Svcs,633,Adults,(716)856-0363,Not Available,,,,NY,,N,,,Erie,Western New York,Supported Housing Community Services,Residential,Unlicensed Housing,
04/27/2018 09:52:56 AM,Buffalo Federation of Neighborhood Centers Inc.,067099,Buffalo Federation/Neighborhood Centers Inc.,15840,Buffalo Federation/Neighborhood Centers Inc.,7965,BFNC Supported Housing/Erie County - Comm. Svcs,631,Adults,(716)856-0363,Not Available,,,,NY,,N,,,Erie,Western New York,Supported Housing Community Services,Residential,Unlicensed Housing,
04/27/2018 09:52:56 AM,Buffalo Federation of Neighborhood Centers Inc.,067099,Buffalo Federation/Neighborhood Centers Inc.,15840,Buffalo Federation/Neighborhood Centers Inc.,7965,Buffalo Federation Treatment Apartments,435,Adults,(716)856-0363,Not Available,,,,NY,,Y,,36,Erie,Western New York,Apartment/Treatment,Residential,Treatment Program,
04/27/2018 09:52:56 AM,Buffalo Federation of Neighborhood Centers Inc.,067099,Buffalo Federation/Neighborhood Centers Inc.,15840,Buffalo Federation/Neighborhood Centers Inc.,7965,Non-Medicaid Care  Coordination,013,Adults,(716)856-0363,(716)853-0600x158,45 Jewett Avenue,,Buffalo,NY,14214,N,,,Erie,Western New York,Non-Medicaid Care Coordination,Support,Care Coordination,"45 Jewett Avenue
Buffalo, NY 14214
(42.934016, -78.842207)"
