Agency Name,Program Name,Populations Served,Agency Phone,Program Phone,Program Address 1,Program City,Program State,Program Zip,Program County,Program Region,Program Type Description,Program Category Description,Program Subcategory Description,Complete Address,lat,lon
Regional Action Phone Inc. (RAP),Alternative Crisis Support,Children Adolescents Adults,(585)343-1212,(585)343-1212,Wny Veterans Administration Campus,Batavia,NY,14021-0281,Genesee,Western New York,Advocacy/Support Services,Support,Self-Help,Wny Veterans Administration Campus Batavia Genesee NY US 14021-0281,"NA","NA"
Central New York Psychiatric Center,Coxsackie Mental Health Unit,Adults,(315)765-3600,(518)731-6778,Coxsackie Correction Facility,Coxsackie,NY,12051,Greene,Hudson River,Prison-based Forensic Mental Health Units,Support,Forensics,Coxsackie Correction Facility Coxsackie Greene NY US 12051,"NA","NA"
Central New York Psychiatric Center,Greene Mental Health Unit,Adults,(315)765-3600,(518)731-6778,Route 9w,Coxsackie,NY,12051-0008,Greene,Hudson River,Prison-based Forensic Mental Health Units,Support,Forensics,Route 9w Coxsackie Greene NY US 12051-0008,"NA","NA"
Greene County Community Services Board,Greene County CSB - HH Non-Mdcd Care Management,Children Adolescents,(518)622-9163,(518)622-9163,905 Greene County Office Building,Cairo,NY,12413,Greene,Hudson River,Health Home Non-Medicaid Care Management,Support,Care Coordination,905 Greene County Office Building Cairo Greene NY US 12413,"NA","NA"
Greene County Community Services Board,Greene County Mental Health,Children Adults,(518)622-9163,(518)622-9163,905 Greene County Office Building,Cairo,NY,12413,Greene,Hudson River,Outreach,Support,General Support,905 Greene County Office Building Cairo Greene NY US 12413,"NA","NA"
Greene County Community Services Board,Greene County Mental Health,Adults,(518)622-9163,(518)622-9163,905 Greene County Office Building,Cairo,NY,12413,Greene,Hudson River,Transition Management Services,Support,Care Coordination,905 Greene County Office Building Cairo Greene NY US 12413,"NA","NA"
Greene County Community Services Board,Greene County Mental Health Center,Children Adolescents Adults,(518)622-9163,(518)622-9163,905 Greene County Office Building,Cairo,NY,12413-2868,Greene,Hudson River,Clinic Treatment,Outpatient,Clinic Treatment,905 Greene County Office Building Cairo Greene NY US 12413-2868,"NA","NA"
Greene County Community Services Board,Health Home Care Management,Children Adolescents,(518)622-9163,(518)622-9163,905 Greene County Office Building,Cairo,NY,12413,Greene,Hudson River,Health Home Care Management,Support,Care Coordination,905 Greene County Office Building Cairo Greene NY US 12413,"NA","NA"
Mental Health Assoc/Columbia-Greene Cos. Inc,Advocacy Greene County,Adults,(518)828-4619,(518)828-4619x309,713 Union Street,Hudson,NY,12534,Greene,Hudson River,Advocacy/Support Services,Support,Self-Help,713 Union Street Hudson Greene NY US 12534,"NA","NA"
Mental Health Assoc/Columbia-Greene Cos. Inc,Hospital Diversion Services,Adults,(518)828-4619,(518)828-4619,713 Union St.,Hudson,NY,12534,Greene,Hudson River,Respite Services,Support,General Support,713 Union St. Hudson Greene NY US 12534,"NA","NA"
Mental Health Assoc/Columbia-Greene Cos. Inc,MHA Columbia-Greene - NonMedicaid CC,Children Adolescents,(518)828-4619,(518)943-0349,713 Union Street,Hudson,NY,12534,Greene,Hudson River,Non-Medicaid Care Coordination,Support,Care Coordination,713 Union Street Hudson Greene NY US 12534,"NA","NA"
Mental Health Assoc/Columbia-Greene Cos. Inc,MHA Columbia-Greene SH/Greene Cty PC Long Stay-Comm Svcs,Adults,(518)828-4619,Not Available,Not Reported,Not Reported,NY,Not Reported,Greene,Hudson River,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Greene NY US Not Reported,"NA","NA"
Mental Health Assoc/Columbia-Greene Cos. Inc,MHA Columbia-Greene/Transformation SH Greene - Comm Svcs,Adults,(518)828-4619,Not Available,Not Reported,Not Reported,NY,Not Reported,Greene,Hudson River,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Greene NY US Not Reported,"NA","NA"
Mental Health Assoc/Columbia-Greene Cos. Inc,MHA Greene - Non Medicaid CC,Adults,(518)828-4619,(518)828-4619x309,713 Union Street,Hudson,NY,12534,Greene,Hudson River,Non-Medicaid Care Coordination,Support,Care Coordination,713 Union Street Hudson Greene NY US 12534,"NA","NA"
Mental Health Assoc/Columbia-Greene Cos. Inc,MHA of Columbia-Greene/High Cliff Terrace,Adults,(518)828-4619,Not Available,Not Reported,Not Reported,NY,Not Reported,Greene,Hudson River,Congregate/Treatment,Residential,Treatment Program,Not Reported Not Reported Greene NY US Not Reported,"NA","NA"
Mental Health Assoc/Columbia-Greene Cos. Inc,MHA of Columbia-Greene / SH-Greene County-Comm.Svcs.,Adults,(518)828-4619,Not Available,Not Reported,Not Reported,NY,Not Reported,Greene,Hudson River,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Greene NY US Not Reported,"NA","NA"
Mental Health Assoc/Columbia-Greene Cos. Inc,Mobile Crises Services,Children Adolescents Adults,(518)828-4619,(518)828-4619x342,713 Union St.,Hudson,NY,12534,Greene,Hudson River,Crisis  Intervention,Emergency,Crisis,713 Union St. Hudson Greene NY US 12534,"NA","NA"
Hamilton County Community Services,Hamilton County Supported Housing - Comm. Svcs,Adults,(518)648-5355,Not Available,Not Reported,Not Reported,NY,Not Reported,Hamilton,Central New York,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Hamilton NY US Not Reported,"NA","NA"
Hamilton County Community Services,Hamilton Cty Supp Housing/Transformation SH - Comm Svcs,Adults,(518)648-5355,Not Available,Not Reported,Not Reported,NY,Not Reported,Hamilton,Central New York,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Hamilton NY US Not Reported,"NA","NA"
NYS ARC Herkimer County Chapter Inc.,Assisted Competitive Employment,Adults,(315)574-7000,(315)574-7662,350 So. Washington Street,Herkimer,NY,13350,Herkimer,Central New York,Assisted Competitive Employment,Support,Vocational,350 So. Washington Street Herkimer Herkimer NY US 13350,"NA","NA"
Upstate Cerebral Palsy Inc.,Supported Housing Community Servics-Comm.Svcs.,Adults,(315)724-6907,Not Available,Not Reported,Not Reported,NY,Not Reported,Herkimer,Central New York,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Herkimer NY US Not Reported,"NA","NA"
Upstate Cerebral Palsy Inc.,UCP George F. Aney Community Residence,Adults,(315)724-6907,Not Available,Not Reported,Not Reported,NY,Not Reported,Herkimer,Central New York,Congregate/Treatment,Residential,Treatment Program,Not Reported Not Reported Herkimer NY US Not Reported,"NA","NA"
Upstate Cerebral Palsy Inc.,UCP James H. Bucklin Community Residence,Adults,(315)724-6907,Not Available,Not Reported,Not Reported,NY,Not Reported,Herkimer,Central New York,Congregate/Treatment,Residential,Treatment Program,Not Reported Not Reported Herkimer NY US Not Reported,"NA","NA"
Upstate Cerebral Palsy Inc.,UCP Supp Housing/PC Long Stay SH Herkimer Cty - Comm. Svcs,Adults,(315)724-6907,Not Available,Not Reported,Not Reported,NY,Not Reported,Herkimer,Central New York,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Herkimer NY US Not Reported,"NA","NA"
Upstate Cerebral Palsy Inc.,UCP Supp Housing/Transformation SH Herkimer - Comm Svcs,Adults,(315)724-6907,Not Available,Not Reported,Not Reported,NY,Not Reported,Herkimer,Central New York,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Herkimer NY US Not Reported,"NA","NA"
Upstate Cerebral Palsy Inc.,UCP Supported Housing/Herkimer - Comm. Svcs,Adults,(315)724-6907,Not Available,Not Reported,Not Reported,NY,Not Reported,Herkimer,Central New York,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Herkimer NY US Not Reported,"NA","NA"
Upstate Cerebral Palsy Inc.,UCP Treatment Apartment Program,Adults,(315)724-6907,Not Available,Not Reported,Not Reported,NY,Not Reported,Herkimer,Central New York,Apartment/Treatment,Residential,Treatment Program,Not Reported Not Reported Herkimer NY US Not Reported,"NA","NA"
Central New York Psychiatric Center,Watertown Correctional Facility - Catchment Unit,Adults,(315)765-3600,(315)782-7490,23147 Swan Road,Watertown,NY,13601-9340,Jefferson,Central New York,Prison-based Forensic Mental Health Units,Support,Forensics,23147 Swan Road Watertown Jefferson NY US 13601-9340,"NA","NA"
Jefferson County Community Services,Outreach Services,Not Reported,(315)785-3283,(315)785-3283,Community Services,Watertown,NY,13601,Jefferson,Central New York,Outreach,Support,General Support,Community Services Watertown Jefferson NY US 13601,"NA","NA"
North Country Transitional Living Servs Inc.,Clayton Community Residence,Adults,(315)782-1777,Not Available,Not Reported,Not Reported,NY,Not Reported,Jefferson,Central New York,Congregate/Treatment,Residential,Treatment Program,Not Reported Not Reported Jefferson NY US Not Reported,"NA","NA"
North Country Transitional Living Servs Inc.,NCTLS Apartment Program,Adults,(315)782-1777,Not Available,Not Reported,Not Reported,NY,Not Reported,Jefferson,Central New York,Apartment/Treatment,Residential,Treatment Program,Not Reported Not Reported Jefferson NY US Not Reported,"NA","NA"
North Country Transitional Living Servs Inc.,NCTLS Supp Housing/Jefferson Co. PC Long Stay - Comm Svcs,Adults,(315)782-1777,Not Available,Not Reported,Not Reported,NY,Not Reported,Jefferson,Central New York,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Jefferson NY US Not Reported,"NA","NA"
North Country Transitional Living Servs Inc.,NCTLS Supp Housing/MRT SH Jefferson Co. - Comm. Svcs,Adults,(315)782-1777,Not Available,Not Reported,Not Reported,NY,Not Reported,Jefferson,Central New York,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Jefferson NY US Not Reported,"NA","NA"
North Country Transitional Living Servs Inc.,NCTLS Supp Housing/RCE SH Jefferson Cty - Comm Svcs,Adults,(315)782-1777,Not Available,Not Reported,Not Reported,NY,Not Reported,Jefferson,Central New York,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Jefferson NY US Not Reported,"NA","NA"
North Country Transitional Living Servs Inc.,NCTLS Supported Housing/Jefferson Co. - Comm. Svcs,Adults,(315)782-1777,Not Available,Not Reported,Not Reported,NY,Not Reported,Jefferson,Central New York,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Jefferson NY US Not Reported,"NA","NA"
North Country Transitional Living Servs Inc.,Washington Street Community Residence,Children,(315)782-1777,Not Available,Not Reported,Not Reported,NY,Not Reported,Jefferson,Central New York,Children & Youth Community Residence,Residential,Treatment Program,Not Reported Not Reported Jefferson NY US Not Reported,"NA","NA"
North Country Transitional Living Servs Inc.,Watertown Community Residence - 214,Adults,(315)782-1777,Not Available,Not Reported,Not Reported,NY,Not Reported,Jefferson,Central New York,Congregate/Treatment,Residential,Treatment Program,Not Reported Not Reported Jefferson NY US Not Reported,"NA","NA"
North Country Transitional Living Servs Inc.,Watertown Community Residence - 221,Adults,(315)782-1777,Not Available,Not Reported,Not Reported,NY,Not Reported,Jefferson,Central New York,Congregate/Treatment,Residential,Treatment Program,Not Reported Not Reported Jefferson NY US Not Reported,"NA","NA"
St. Lawrence Psychiatric Center,Jefferson/Lewis Collaborative Day Treatment,Children Adolescents,(315)541-2001,(315)642-3142,32735a County Route 29,Philadelphia,NY,13673-0420,Jefferson,Central New York,Day Treatment,Outpatient,Day Treatment,32735a County Route 29 Philadelphia Jefferson NY US 13673-0420,"NA","NA"
Baltic Street AEH Inc.,Community Links,Adults,(718)833-5929,(929)210-9810,1111 St. John Place,Brooklyn,NY,11213,Kings,New York City,Recovery Center,Support,Self-Help,1111 St. John Place Brooklyn Kings NY US 11213,"NA","NA"
Baltic Street AEH Inc.,Homeworks Supported Housing/Brooklyn-Comm.Svcs.,Adults,(718)833-5929,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
Bronx Addiction Svcs Integrated Concepts Syst,BASICS - BASICS Supp Housing Kings County - Comm Svcs,Adults,(718)861-5650,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
Black Veterans for Social Justice,Black Vets Supp Housing/Transformation SH Kings - Comm Svcs,Adults,(718)852-6004,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
Black Veterans for Social Justice,Black Vets Supported Housing-HIRE- Homeless Rein-Comm.Svcs.,Adults,(718)852-6004,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
Black Veterans for Social Justice,Black Vets Supported Housing/SH Kings County - Comm Svcs,Adults,(718)852-6004,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
Bowery Residents' Committee Inc.,BRC Fulton House,Adults,(212)803-5700,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Congregate/Treatment,Residential,Treatment Program,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
Bowery Residents' Committee Inc.,BRC Supported Housing/Kings - Comm. Svcs,Adults,(212)803-5700,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
Bowery Residents' Committee Inc.,BRC Supported Housing/Kings - NY/NY III - Comm. Svcs.,Adults,(212)803-5700,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
Bowery Residents' Committee Inc.,BRC Supported Housing/PC Long Stay Kings - Comm. Svcs,Adults,(212)803-5700,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
Breaking Ground HDFC,Domenech,Adults,(212)389-9300,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Supported/Single Room Occupancy (SRO),Residential,Unlicensed Housing,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
Brookdale Hospital Medical Center,Brookdale Hospital CMHC Child Clinic,Children Adolescents,(718)240-6330,(718)240-6330,Linden Boulevard & Brookdale Plaza,Brooklyn,NY,11212,Kings,New York City,Clinic Treatment,Outpatient,Clinic Treatment,Linden Boulevard & Brookdale Plaza Brooklyn Kings NY US 11212,"NA","NA"
Brookdale Hospital Medical Center,Brookdale Hospital Inpatient Unit,Children Adults,(718)240-6330,(718)240-6330,Linden Boulevard & Brookdale Plaza,Brooklyn,NY,11212,Kings,New York City,Inpatient Psychiatric Unit of a General Hospital,Inpatient,Inpatient Psychiatric Unit of a General Hospital,Linden Boulevard & Brookdale Plaza Brooklyn Kings NY US 11212,"NA","NA"
Brooklyn Community Housing and Services Inc.,BCHS Ivy House,Adults,(718)625-4545,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Congregate/Treatment,Residential,Treatment Program,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
Brooklyn Community Housing and Services Inc.,BCHS NYC DMH NY/NY I - Carlton Avenue Supported SRO,Adults,(718)625-4545,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Supported/Single Room Occupancy (SRO),Residential,Unlicensed Housing,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
Brooklyn Community Housing and Services Inc.,BCHS NY/NY Congregate Supportive Housing Program,Adults,(718)625-4545,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Supported/Single Room Occupancy (SRO),Residential,Unlicensed Housing,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
Brooklyn Community Housing and Services Inc.,BCHS SH/Kings - NY/NY III (Workforce RIV) - Comm. Svcs,Adults,(718)625-4545,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
Brooklyn Community Housing and Services Inc.,BCHS Supported Housing/200C Kings County - Comm. Svcs,Adults,(718)625-4545,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
Brooklyn Community Housing and Services Inc.,BCHS Supported Housing - Comm. Svcs,Adults,(718)625-4545,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
Brooklyn Community Housing and Services Inc.,BCHS Transitional Apartment Services,Adults,(718)625-4545,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Apartment/Treatment,Residential,Treatment Program,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
Brooklyn Community Housing and Services Inc.,Oak Hall,Adults,(718)625-4545,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Supported/Single Room Occupancy (SRO),Residential,Unlicensed Housing,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
CAMBA Inc.,Bergen Saratoga Apartments,Adults,(718)287-2600,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Supported/Single Room Occupancy (SRO),Residential,Unlicensed Housing,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
CAMBA Inc.,CAMBA Dumont Ave Residences SP/SRO,Adults,(718)287-2600,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Supported/Single Room Occupancy (SRO),Residential,Unlicensed Housing,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
CAMBA Inc.,CAMBA Gardens II (PK 24340),Adults,(718)287-2600,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Supported/Single Room Occupancy (SRO),Residential,Unlicensed Housing,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
CAMBA Inc.,CAMBA Gardens II SP/SRO,Adults,(718)287-2600,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Supported/Single Room Occupancy (SRO),Residential,Unlicensed Housing,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
CAMBA Inc.,CAMBA High Service Needs Congregate Supportive Housing,Adults,(718)287-2600,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Supported/Single Room Occupancy (SRO),Residential,Unlicensed Housing,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
CAMBA Inc.,CAMBA High Service Needs I (Congregate),Adults,(718)287-2600,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Supported/Single Room Occupancy (SRO),Residential,Unlicensed Housing,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
CAMBA Inc.,CAMBA High Service Needs II Congregate,Adults,(718)287-2600,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Supported/Single Room Occupancy (SRO),Residential,Unlicensed Housing,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
CAMBA Inc.,CAMBA King Gardens SP/SRO,Adults,(718)287-2600,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Supported/Single Room Occupancy (SRO),Residential,Unlicensed Housing,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
CAMBA Inc.,CAMBA Putnam Court SP-SRO,Adults,(718)287-2600,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Supported/Single Room Occupancy (SRO),Residential,Unlicensed Housing,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
CAMBA Inc.,CAMBA Supported Housing/Kings County - Comm. Svcs,Adults,(718)287-2600,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
CAMBA Inc.,CAMBA Supported Housing/Kings - NY/NY III - Comm. Svcs.,Adults,(718)287-2600,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
CAMBA Inc.,CAMBA Supported Housing/PC Long Stay Kings - Comm. Svcs,Adults,(718)287-2600,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
CAMBA Inc.,Justice Involved Supported Housing (SSHP),Adults,(718)287-2600,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
CAMBA Inc.,Kings County Congregate Supportive Housing Population I,Adults,(718)287-2600,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Supported/Single Room Occupancy (SRO),Residential,Unlicensed Housing,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
CAMBA Inc.,Kings County Congregate Supportive Housing Population V,Adults,(718)287-2600,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Supported/Single Room Occupancy (SRO),Residential,Unlicensed Housing,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
CAMBA Inc.,Livonia Commons,Adults,(718)287-2600,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Supported/Single Room Occupancy (SRO),Residential,Unlicensed Housing,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
CAMBA Inc.,Reverend Dan Ramm Residence SP/SRO,Adults,(718)287-2600,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Supported/Single Room Occupancy (SRO),Residential,Unlicensed Housing,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
CAMBA Inc.,Van Dyke Supportive Housing - Population III,Adults,(718)287-2600,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Supported/Single Room Occupancy (SRO),Residential,Unlicensed Housing,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
Catholic Charities Commun Serv/Archdiocese NY,Beacon Kingsboro Treatment Apartment Program,Adults,(212)371-1000,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Apartment/Treatment,Residential,Treatment Program,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
Catholic Charities Neighborhood Services Inc,CCNS Brooklyn Community Living Program,Adults,(718)722-6000,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Apartment/Treatment,Residential,Treatment Program,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
Catholic Charities Neighborhood Services Inc,CCNS NYC DMH NY/NY I - Classon Supported SRO (Mercy Gardens),Adults,(718)722-6000,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Supported/Single Room Occupancy (SRO),Residential,Unlicensed Housing,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
Catholic Charities Neighborhood Services Inc,CCNS NYC DMH NY/NY I - Madison/Graham/Dean Supported SROs,Adults,(718)722-6000,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Supported/Single Room Occupancy (SRO),Residential,Unlicensed Housing,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
Catholic Charities Neighborhood Services Inc,CCNS SH PC Long Stay Kingsboro PC/Kings Cty-Comm Svcs,Adults,(718)722-6000,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
Catholic Charities Neighborhood Services Inc,CCNS Supported Housing/Central Brooklyn-Comm.Svcs.,Adults,(718)722-6000,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
Catholic Charities Neighborhood Services Inc,CCNS Supported Housing/Kings County-Comm.Svcs.,Adults,(718)722-6000,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
Catholic Charities Neighborhood Services Inc,CCNS Supported Housing/MRT Brooklyn - Comm Svcs,Adults,(718)722-6000,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
Center for Behavioral Health Services,CBHS Supported Housing/Kings - Comm. Svcs,Adults,(718)210-3800,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
Center for Behavioral Health Services,CBHS Supported Housing/NY NY III Kings - Comm. Svcs,Adults,(718)210-3800,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
Center for Behavioral Health Services,CBHS Supported Housing/PC Long Stay Kings - Comm. Svcs,Adults,(718)210-3800,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
Center for Urban Community Services Inc.,Hegeman Residence,Adults,(212)801-3300,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Supported/Single Room Occupancy (SRO),Residential,Unlicensed Housing,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
Center for Urban Community Services Inc.,Schermerhorn,Adults,(212)801-3300,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Supported/Single Room Occupancy (SRO),Residential,Unlicensed Housing,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
Center for Urban Community Services Inc.,The Fifth Avenue,Adults,(212)801-3300,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Supported/Single Room Occupancy (SRO),Residential,Unlicensed Housing,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
Coalition for Hispanic Family Services,Bonding Links-Enlazos Familiares Community Residence,Children,(718)497-6090,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Children & Youth Community Residence,Residential,Treatment Program,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
Coalition for Hispanic Family Services,Bonding Links-Enlazos Familiares Mental Health Clinic,Children Adolescents,(718)497-6090,(718)497-6090x362,315 Wycoff Avenue,Brooklyn,NY,11237-5842,Kings,New York City,Clinic Treatment,Outpatient,Clinic Treatment,315 Wycoff Avenue Brooklyn Kings NY US 11237-5842,"NA","NA"
Community Access Inc.,Comm Access NYC DMH - Dekalb SRO,Adults,(212)780-1400,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Supported/Single Room Occupancy (SRO),Residential,Unlicensed Housing,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
Community Counseling and Mediation Inc.,CCM Ruby's Place SP/SRO,Adults,(718)802-0666,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Supported/Single Room Occupancy (SRO),Residential,Unlicensed Housing,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
Community Counseling and Mediation Inc.,Georgia's Place Housing,Adults,(718)802-0666,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Supported/Single Room Occupancy (SRO),Residential,Unlicensed Housing,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
